,key,value
7415,생활에변화,-1
7416,생활의,1
7417,생활의편리,1
7418,생활질,1
7419,생활질을,1
7420,생활고,-1
7421,생활고도,-1
7422,생활고도더욱,-1
7423,서,1
7424,서어주,1
7425,서두르,-1
7426,서로,1
7427,서로얼싸안,1
7428,서로엇나가,-1
7429,서로엇나가는,-1
7430,서로자랑,1
7431,서로자랑스럽,1
7432,서로,-1
7433,서로를,-1
7434,서로를밀어내,-1
7435,서로를비추,1
7436,서명,1
7437,서명에,1
7438,서명에동참,1
7439,서방,-1
7440,서방세계,-1
7441,서방세계에서,-1
7442,서비스,1
7443,서슴,-1
7444,서슴지,-1
7445,서슴지않,-1
7446,서슴없이,1
7447,서슴없이지갑,1
7448,서슴없이지갑을,1
7449,서예,1
7450,서예의,1
7451,서예의근본,1
7452,서울,-1
7453,서울에,0
7454,서울에모이,0
7455,서울지하철,-1
7456,서울지하철미군,-1
7457,서쪽,0
7458,서쪽에서,0
7459,서툴,-1
7460,석,-1
7461,석을,-1
7462,석을주,-1
7463,석가모니,0
7464,석가모니는,0
7465,석가모니는종교인,0
7466,석권,1
7467,석권하,1
7468,석연,-1
7469,석연하,-1
7470,석연하지,-1
7471,섞이,-1
7472,섞이ㄴ,-1
7473,섞이ㄴ칭찬,-1
7474,선,1
7475,선과,1
7476,선과색,1
7477,선이,1
7478,선,1
7479,선미술,1
7480,선미술상,1
7481,선구,1
7482,선구적,1
7483,선구적이,1
7484,선두,1
7485,선물,1
7486,선물용,1
7487,선보이,1
7488,선언,1
7489,선언하,1
7490,선전,-1
7491,선전은,-1
7492,선전은어떻,-1
7493,선정,-1
7494,선정되,1
7495,선정성,-1
7496,선진국,1
7497,선진국그룹,1
7498,선진국그룹으로서,1
7499,선풍,1
7500,선호,1
7501,선호하,1
7502,설,-1
7503,설계,-1
7504,설계에서,-1
7505,설계에서유사,-1
7506,설계하,-1
7507,설계하ㄹ,-1
7508,설득,-1
7509,설득시키,-1
7510,설득하,1
7511,설득력,-1
7512,설득력이,-1
7513,설득력이부족,-1
7514,설득력이없,-1
7515,설득력이있,1
7516,설득력있,1
7517,설레,1
7518,설레게,1
7519,설레게하,1
7520,설명,1
7521,설명하,1
7522,섬들,-1
7523,섬들이,-1
7524,섬이,-1
7525,섬이ㄹ,-1
7526,섬기,1
7527,섬기ㅁ,1
7528,섬세,1
7529,섬세하,1
7530,섬세하게,1
7531,성,1
7532,성차별,1
7533,성차별폐지,1
7534,성,1
7535,성과,-1
7536,성과반복,-1
7537,성과절대주의,1
7538,성은,-1
7539,성은높,-1
7540,성은묻히,-1
7541,성을,1
7542,성을가지,1
7543,성을갖,-1
7544,성을높이,1
7545,성을다시금,1
7546,성을되찾,1
7547,성을상실,-1
7548,성을이루,-1
7549,성을일깨우,-1
7550,성을지키,1
7551,성을지향,1
7552,성의,-1
7553,성의벽,1
7554,성의희박,-1
7555,성이,-1
7556,성이낮,-1
7557,성이높,-1
7558,성이있,0
7559,성이적,1
7560,성격,-1
7561,성격을,-1
7562,성격을떨치,-1
7563,성격이,1
7564,성공,1
7565,성공을,1
7566,성공을거두,1
7567,성공적,1
7568,성공하,1
7569,성공하ㄴ,1
7570,성과,1
7571,성과로,1
7572,성과로꼽히,1
7573,성과를,1
7574,성과를고객,1
7575,성과를쌓,1
7576,성과물,1
7577,성금,1
7578,성금을,1
7579,성금을모으,1
7580,성대,1
7581,성대하,1
7582,성명,-1
7583,성명을,-1
7584,성명을내,-1
7585,성숙,1
7586,성숙의,1
7587,성숙의자리,1
7588,성실,1
7589,성실하,1
7590,성실하게,1
7591,성자,1
7592,성장,1
7593,성장하,1
7594,성장하아,1
7595,성지,-1
7596,성지로,1
7597,성지로삼,1
7598,성지에,-1
7599,성지에는,-1
7600,성취,1
7601,성취하,1
7602,성행,-1
7603,성행하,-1
7604,성향,0
7605,성향의도,1
7606,성향의도를,1
7607,성희롱,-1
7608,성희롱사건,-1
7609,세,-1
7610,세얼굴,-1
7611,세얼굴을,-1
7612,세,-1
7613,세년,-1
7614,세년년,-1
7615,세세,-1
7616,세세년,-1
7617,세계,1
7618,세계가,1
7619,세계가열리,1
7620,세계는,-1
7621,세계는사람,-1
7622,세계를,1
7623,세계를가지,1
7624,세계만큼,1
7625,세계만큼위대,1
7626,세계속,1
7627,세계속에서,1
7628,세계에서,-1
7629,세계에서는,-1
7630,세계적,1
7631,세계적으로,1
7632,세계평화,1
7633,세계평화진원지,1
7634,세기,1
7635,세기가장,1
7636,세기가장성공,1
7637,세대,1
7638,세대들,1
7639,세대들이,1
7640,세대바람,1
7641,세대바람이,1
7642,세련미,1
7643,세련미가,1
7644,세련미가느끼,1
7645,세상,-1
7646,세상도,-1
7647,세상도똑바로,-1
7648,세상에,-1
7649,세상에하,-1
7650,세상에서,1
7651,세상에서가장,1
7652,세상은,-1
7653,세상은엉망진창,-1
7654,세상의,-1
7655,세상의모든,-1
7656,세상의바짓가랑이,-1
7657,세상의입,-1
7658,세속,-1
7659,세속적,-1
7660,세속적으로,-1
7661,세습,-1
7662,세우,1
7663,세우어,-1
7664,세우어놓,1
7665,세우어주,-1
7666,센스,1
7667,셈이다,1
7668,셈,-1
7669,셈이,-1
7670,셰익스피어,1
7671,셰익스피어를,1
7672,셰익스피어를무덤,1
7673,소감,1
7674,소개,1
7675,소개하,1
7676,소개하고,1
7677,소견,0
7678,소극적,-1
7679,소극적이,-1
7680,소낙비,-1
7681,소낙비같이,-1
7682,소낙비같이허둥대,-1
7683,소녀,1
7684,소녀를,1
7685,소녀를살리,1
7686,소득,-1
7687,소득수준,-1
7688,소득수준이,-1
7689,소리,-1
7690,소리를,-1
7691,소리를들,-1
7692,소문,-1
7693,소문나,1
7694,소문마저,-1
7695,소문마저나돌,-1
7696,소변,-1
7697,소변검사,-1
7698,소변검사로,-1
7699,소변으로,-1
7700,소변으로확인,-1
7701,소비자,-1
7702,소비자가격,1
7703,소비자가격의,1
7704,소비자문제,-1
7705,소비자문제로,-1
7706,소설,1
7707,소설들,1
7708,소설집,-1
7709,소설집때,-1
7710,소설집때와,-1
7711,소송,-1
7712,소송을,-1
7713,소송을제기,-1
7714,소수,-1
7715,소수의,-1
7716,소수의깨치,-1
7717,소신,-1
7718,소신없이,-1
7719,소신없이눈치,-1
7720,소심,-1
7721,소심하,-1
7722,소심하ㄴ,-1
7723,소아마비,-1
7724,소용,-1
7725,소용이,-1
7726,소용이없,-1
7727,소위,-1
7728,소위발전,-1
7729,소위발전하,-1
7730,소일,1
7731,소일을,1
7732,소일을하,1
7733,소중,1
7734,소중하,1
7735,소중하게,1
7736,소중하ㄴ,1
7737,소지,-1
7738,소지가,-1
7739,소지가많,-1
7740,소홀,-1
7741,소홀히,-1
7742,소홀히하,-1
7743,소환,-1
7744,소환조차,-1
7745,소환조차않,-1
7746,속,-1
7747,속모르,0
7748,속썩이,-1
7749,속에,1
7750,속에들어가,-1
7751,속에빛,1
7752,속에피어나,1
7753,속에서,-1
7754,속에서그,1
7755,속에서미끼,-1
7756,속에서비참,-1
7757,속도,1
7758,속도와,1
7759,속도와카메라,1
7760,속도감,1
7761,속도감있,1
7762,속이,-1
7763,속임수,-1
7764,속하,-1
7765,속하아,-1
7766,속하아있,-1
7767,손,-1
7768,손끝,1
7769,손끝이,1
7770,손때,-1
7771,손때묻,-1
7772,손에,1
7773,손에쥐,1
7774,손으로,-1
7775,손으로입,-1
7776,손으로전하,1
7777,손을,-1
7778,손을흔들,-1
7779,손꼽히,1
7780,손꼽히는,1
7781,손꼽히는국내,1
7782,손님,1
7783,손님들,1
7784,손님들에게,1
7785,손목,1
7786,손목의,1
7787,손목의골절,1
7788,손바닥,0
7789,손바닥으로,0
7790,손바닥으로하늘,0
7791,손발,0
7792,손발이,0
7793,손발이마비,0
7794,손색,1
7795,손색없,1
7796,손쉽,1
7797,손쉽게,1
7798,손쉽게의지,1
7799,손해,-1
7800,손해배상,-1
7801,손해배상을,-1
7802,솔직,1
7803,솔직하,1
7804,솔직하ㅁ,1
7805,솜씨,1
7806,솜씨는,1
7807,솜씨는능숙,1
7808,송수신,1
7809,송편,1
7810,송편을,1
7811,송편을빚,1
7812,수,-1
7813,수백,-1
7814,수백명,-1
7815,수가,-1
7816,수가없,-1
7817,수는,-1
7818,수는없,-1
7819,수없,-1
7820,수없겠,-1
7821,수없고,0
7822,수없는,-1
7823,수없다,-1
7824,수없습니다,-1
7825,수없어서,-1
7826,수없이,-1
7827,수없이좌수,-1
7828,수있,1
7829,수있게,1
7830,수있기,1
7831,수있는,1
7832,수있다,0
7833,수있다는,1
7834,수있다는데,1
7835,수있었,1
7836,수있음,1
7837,수있지만,-1
7838,수놓,1
7839,수놓았,1
7840,수단,-1
7841,수단이,-1
7842,수단이없,-1
7843,수려,1
7844,수려하,1
7845,수미산,1
7846,수미산을,1
7847,수미산을백천,1
7848,수박,1
7849,수박농사,1
7850,수박농사에,1
7851,수배,-1
7852,수배를,-1
7853,수배를받,-1
7854,수분,-1
7855,수분과다,-1
7856,수상,1
7857,수상작,1
7858,수십,1
7859,수십배,1
7860,수십배를,1
7861,수없이염하,1
7862,수영,-1
7863,수영미숙,-1
7864,수요,1
7865,수요가,1
7866,수요가늘,1
7867,수요가많,1
7868,수요가크,1
7869,수용,1
7870,수용하,1
7871,수익,-1
7872,수익성,-1
7873,수익성이,-1
7874,수입,1
7875,수입관계,1
7876,수입관계없이,1
7877,수준,-1
7878,수준이,-1
7879,수준이고르,-1
7880,수줍,1
7881,수줍게,1
7882,수줍게웃,1
7883,수직,0
7884,수직성,0
7885,수퍼,1
7886,수퍼초,1
7887,수퍼초울트라,1
7888,숙맥,-1
7889,숙맥이,-1
7890,숙연,1
7891,숙연하,1
7892,순간,1
7893,순간어둠,1
7894,순간어둠속,1
7895,순례자,-1
7896,순례자가,-1
7897,순례자가되,-1
7898,순수,-1
7899,순수하,-1
7900,순수하ㄴ,-1
7901,순수익,1
7902,순수익은,1
7903,순진,-1
7904,순진하,-1
7905,순진하게,-1
7906,숟가락,-1
7907,숟가락퍼먹,-1
7908,숟가락퍼먹고,-1
7909,술,-1
7910,술을,-1
7911,술을마시,-1
7912,술술,1
7913,술술읽,1
7914,술술읽게,1
7915,숨,-1
7916,숨어,-1
7917,숨어살,-1
7918,숨어있,1
7919,숨어지내,-1
7920,숨소리,1
7921,숨지,-1
7922,숫자,-1
7923,숫자나라,-1
7924,숫자나라의,-1
7925,숭배,-1
7926,숭배를,-1
7927,숭배를강요,-1
7928,숱하,-1
7929,숱하ㄴ,-1
7930,숱하ㄴ폭력,-1
7931,숲,-1
7932,숲을,-1
7933,숲을거느리,-1
7934,숲을걸,1
7935,쉬,0
7936,쉬ㄹ,0
7937,쉬ㄹ새,0
7938,쉽,1
7939,쉽게,-1
7940,쉽게결심,-1
7941,쉽게굳,1
7942,쉽게내다보이,-1
7943,쉽게찢어지,-1
7944,쉽ㄴ,1
7945,쉽ㄴ책,1
7946,쉽므로,1
7947,쉽므로규정,1
7948,쉽은,1
7949,쉽은바닥,1
7950,쉽지,-1
7951,쉽지않,-1
7952,스럽,1
7953,스럽게,1
7954,스럽게이루,1
7955,스럽게주례,1
7956,스럽기,-1
7957,스럽기짝,-1
7958,스럽ㄴ,1
7959,스럽ㄴ발현,1
7960,스럽ㄴ천진,1
7961,스럽ㄴ한,-1
7962,스럽어,-1
7963,스럽어하,-1
7964,스럽지,-1
7965,스럽지않,-1
7966,스스로,1
7967,스스로전화,1
7968,스스로전화를,1
7969,스스로하,1
7970,스스로하아야,1
7971,스스로,1
7972,스스로를,1
7973,스스로를격려,1
7974,스타,1
7975,스토리,-1
7976,스펙터클,1
7977,스펙터클하,1
7978,스펙터클하ㄴ,1
7979,슬프,-1
7980,슬픔,-1
7981,슬픔의,-1
7982,슬픔의눈물,-1
7983,습관,-1
7984,습기,1
7985,습기가,1
7986,습기가차,1
7987,습기에,1
7988,습기에도,1
7989,습니까,1
7990,습니다,1
7991,승부,1
7992,승부를,1
7993,승부를걸,1
7994,승진,-1
7995,승진가능,-1
7996,승진가능성,-1
7997,승진하,-1
7998,승진하도록,-1
7999,시,-1
8000,시고,-1
8001,시고이,-1
8002,시ㄴ,-1
8003,시ㄴ적,-1
8004,시는,-1
8005,시는그분,-1
8006,시ㅂ니까,-1
8007,시ㅂ시오,1
8008,시어요,-1
8009,시,0
8010,시되,0
8011,시되지,0
8012,시각,0
8013,시각이,0
8014,시각이대표,1
8015,시각이생겨나,0
8016,시간,-1
8017,시간도,-1
8018,시간도없,-1
8019,시간윤전기,-1
8020,시간윤전기노동자,-1
8021,시간을,-1
8022,시간을망설이,-1
8023,시간정도,1
8024,시간정도노래,1
8025,시급,-1
8026,시급하,-1
8027,시급하ㄴ,-1
8028,시기,-1
8029,시기가,-1
8030,시기가있,-1
8031,시나리오,0
8032,시나리오를,0
8033,시나리오를쓰,0
8034,시달리,-1
8035,시대,-1
8036,시대가,1
8037,시대가막,1
8038,시대로,1
8039,시대로뚫,1
8040,시대에서,-1
8041,시대여성,1
8042,시대여성들,1
8043,시대정신,-1
8044,시대정신에,-1
8045,시도,1
8046,시도하,1
8047,시련,-1
8048,시멘트,-1
8049,시멘트길,-1
8050,시멘트덩어리,-1
8051,시사,0
8052,시사하,0
8053,시선,1
8054,시선이,1
8055,시선이두드러지,1
8056,시설,1
8057,시설을,1
8058,시설을갖추,1
8059,시약,-1
8060,시약을,-1
8061,시인,0
8062,시인의,0
8063,시인의바로,0
8064,시작,1
8065,시작되,-1
8066,시작되ㄴ,-1
8067,시작하,1
8068,시작하ㄹ,1
8069,시작하았,1
8070,시장,1
8071,시장개척,1
8072,시장개척에,1
8073,시장을,1
8074,시장을활성,1
8075,시장이,-1
8076,시장이대여,-1
8077,시절,1
8078,시절부터,-1
8079,시절부터의,1
8080,시절부터줄곧,-1
8081,시절은,-1
8082,시절은가,-1
8083,시절추억,1
8084,시절추억떠오르,1
8085,시중,1
8086,시중보다,1
8087,시집,-1
8088,시집갈피,1
8089,시집갈피마다,1
8090,시집을,-1
8091,시집을보,-1
8092,시치미,0
8093,시치미뚝,0
8094,시치미뚝떼,0
8095,시키,-1
8096,시키고,1
8097,시키고싶,1
8098,시키기,1
8099,시키기위하,1
8100,시키는,-1
8101,시키는걸림돌,-1
8102,시키는결여,-1
8103,시키어,1
8104,시키어보*,1
8105,시험,-1
8106,식,-1
8107,식은,-1
8108,식은땀,-1
8109,식물,0
8110,식물없,0
8111,식물없는,0
8112,식물을,0
8113,식물을생각,0
8114,식민,-1
8115,식민화,-1
8116,식민화전략,-1
8117,식민화프로젝트,-1
8118,식욕,0
8119,식욕부진,0
8120,식탁,-1
8121,식탁을,-1
8122,식탁을점령,-1
8123,식품,-1
8124,식품이,-1
8125,식품이우리,-1
8126,신,1
8127,신나,1
8128,신나게,1
8129,신들리,1
8130,신들리ㄴ,1
8131,신이,1
8132,신이나,1
8133,신,0
8134,신세대,1
8135,신세대바람,1
8136,신제품,0
8137,신제품의,0
8138,신경,0
8139,신경계통,0
8140,신경계통의,0
8141,신기,1
8142,신기가,1
8143,신기가무대,1
8144,신기,1
8145,신기하,1
8146,신기하ㄴ,1
8147,신동,1
8148,신동으로,1
8149,신동으로알리,1
8150,신라,1
8151,신라의,1
8152,신라의중요,1
8153,신뢰,1
8154,신명,1
8155,신명나,1
8156,신문,1
8157,신문을,1
8158,신문을입,1
8159,신비,1
8160,신비스럽,1
8161,신속히,1
8162,신속히대응,1
8163,신속히대응하,1
8164,신화,1
8165,신화를,1
8166,신화를만들,1
8167,신화적,1
8168,신화적인식,1
8169,실감,1
8170,실감나,1
8171,실감하,1
8172,실로,-1
8173,실로어처구니,-1
8174,실로어처구니없,-1
8175,실로유감,-1
8176,실로유감스럽,-1
8177,실마리,1
8178,실마리를,1
8179,실마리를제공,1
8180,실명,-1
8181,실명제,-1
8182,실명제위반,-1
8183,실상,-1
8184,실상을,-1
8185,실상을입,-1
8186,실용,1
8187,실용적,1
8188,실용적이,1
8189,실정,1
8190,실정에,1
8191,실정에대하,1
8192,실조,-1
8193,실천,1
8194,실천하,1
8195,실천하아야,1
8196,실패자,-1
8197,실패자이,-1
8198,실패자이다,-1
8199,실현,1
8200,실현가능,-1
8201,실현가능성,-1
8202,실현되,1
8203,실현을,1
8204,실현을뜻,1
8205,싫,-1
8206,싫은,-1
8207,싫은학생,-1
8208,싫어하,-1
8209,싫증,-1
8210,싫증을,-1
8211,싫증을내,-1
8212,심각,-1
8213,심각성,-1
8214,심각성을,-1
8215,심각,-1
8216,심각하,-1
8217,심근,0
8218,심근경색,0
8219,심리,-1
8220,심리를,0
8221,심리를담,0
8222,심부전증,0
8223,심부전증등,0
8224,심부전증등심장,0
8225,심심찮,0
8226,심심찮게,0
8227,심위,1
8228,심위에,1
8229,심위에의,1
8230,심장질환,0
8231,심장질환의,0
8232,심화,-1
8233,심화시키,1
8234,심화시키고,1
8235,심화하,-1
8236,심회,-1
8237,심회가,-1
8238,심회가돋아나,-1
8239,십상,-1
8240,십상이,-1
8241,싶,1
8242,싶다는,-1
8243,싶다는욕심,-1
8244,싶습니다,1
8245,싶어,1
8246,싶어요,1
8247,싶었,-1
8248,싶었을까,-1
8249,싶었지만,-1
8250,싶은,-1
8251,싶은기분,-1
8252,싶은마음,1
8253,싸,1
8254,싸게,1
8255,싸게사,1
8256,싸게팔,1
8257,싸고,1
8258,싸고좋,1
8259,싸ㄴ,1
8260,싸ㄴ값,1
8261,싸구려,-1
8262,싸구려로,-1
8263,싸구려로둔갑,-1
8264,싸늘,-1
8265,싸늘하,-1
8266,싸우,-1
8267,싸움,-1
8268,싸움을,-1
8269,싸움을일으키,-1
8270,쌓,1
8271,써먹,-1
8272,써먹지,-1
8273,써먹지못하,-1
8274,썩이,-1
8275,쏟,1
8276,쏟아,0
8277,쏟아지,0
8278,쏟아지,1
8279,쏠리,1
8280,쏠쏠,1
8281,쏠쏠하,1
8282,쏴아아,1
8283,쏴아아열리,1
8284,쓰,-1
8285,쓰군,-1
8286,쓰ㄴ,-1
8287,쓰ㄴ소리,-1
8288,쓰,1
8289,쓰거나,-1
8290,쓰거나인터뷰,-1
8291,쓰는,-1
8292,쓰는물건,1
8293,쓰는사람,-1
8294,쓰ㄹ,1
8295,쓰ㄹ때,0
8296,쓰ㄹ수,-1
8297,쓰어,1
8298,쓰어보,1
8299,쓰러지,-1
8300,쓰러지지,1
8301,쓰러지지않,1
8302,쓰레기,-1
8303,쓰레기봉투,-1
8304,쓰레기봉투로,-1
8305,쓸쓸하ㄴ,1
8306,씁쓸,-1
8307,씁쓸하,-1
8308,씁쓸하ㅁ,-1
8309,씌우,-1
8310,씌우었,-1
8311,씌우었다,-1
8312,씨,1
8313,씨발,-1
8314,아,1
8315,아가*,1
8316,아가,-1
8317,아가지,0
8318,아가지고,0
8319,아걸,-1
8320,아결국,-1
8321,아결국죽,-1
8322,아고통,-1
8323,아고통을,-1
8324,아관심,1
8325,아관심이,1
8326,아교육,-1
8327,아교육을,-1
8328,아그래,1
8329,아그래나,1
8330,아나서,1
8331,아나약,1
8332,아나약하,1
8333,아내,0
8334,아넘치,1
8335,아다시,1
8336,아다시시작,1
8337,아떨어지,1
8338,아머리,-1
8339,아머리도,-1
8340,아머리를,-1
8341,아먹,-1
8342,아먹을,-1
8343,아버리,-1
8344,아버리고,-1
8345,아보,1
8346,아보아라,1
8347,아보아야,1
8348,아보이,-1
8349,아보이지,-1
8350,아산,-1
8351,아산에,-1
8352,아살길,1
8353,아살길을,1
8354,아상의,1
8355,아상의도,1
8356,아스스로,1
8357,아스스로하,1
8358,아쓰,1
8359,아약,-1
8360,아약을,-1
8361,아언로,-1
8362,아언로가,-1
8363,아역시,1
8364,아역시이색,1
8365,아오,1
8366,아오던,1
8367,아우리말,1
8368,아우리말로,1
8369,아이런저런,1
8370,아이런저런얘기,1
8371,아있,1
8372,아있는,-1
8373,아있다,1
8374,아있다,-1
8375,아주,-1
8376,아주고,-1
8377,아주ㄴ,-1
8378,아주는,1
8379,아주니,1
8380,아주ㄹ,-1
8381,아주어서,-1
8382,아중국,1
8383,아중국과,1
8384,아지,1
8385,아지고,1
8386,아지면,1
8387,아지었,1
8388,아지지,1
8389,아지속,-1
8390,아지속되,-1
8391,아하,1
8392,아하는,1
8393,아하,-1
8394,아하는,-1
8395,아한,-1
8396,아한숟가락,-1
8397,아훨씬,-1
8398,아훨씬떨어지,-1
8399,아,-1
8400,아끼,1
8401,아끼어,1
8402,아끼어모으,1
8403,아내,-1
8404,아니,-1
8405,아니ㄴ가,-1
8406,아니ㄴ가거리,-1
8407,아니ㄴ가하,-1
8408,아니다,-1
8409,아니ㄹ,-1
8410,아니ㄹ수,-1
8411,아니라니까,-1
8412,아니면,1
8413,아니면절대,1
8414,아니ㅂ니다,-1
8415,아니지만,1
8416,아니지만연극,1
8417,아도예술품,-1
8418,아도예술품을,-1
8419,아들,-1
8420,아들도,-1
8421,아들도낳,-1
8422,아라,1
8423,아랑곳,1
8424,아랑곳하,1
8425,아랑곳하지,1
8426,아름답,1
8427,아름답게,1
8428,아름답게성취,1
8429,아름답다는,-1
8430,아름답다는칭찬,-1
8431,아름답ㅁ,-1
8432,아름답ㅁ이,1
8433,아름답은,1
8434,아름답지,-1
8435,아름답지못하,-1
8436,아마,1
8437,아마그때,1
8438,아마그때이,1
8439,아무,-1
8440,아무것,-1
8441,아무것도,-1
8442,아무,-1
8443,아무나,1
8444,아무나하,1
8445,아무도,-1
8446,아무도저,-1
8447,아무런,-1
8448,아무런보탬,-1
8449,아무런보탬이,-1
8450,아무런응답,0
8451,아무런응답이,0
8452,아무런제한,-1
8453,아무런제한이,-1
8454,아무렇,1
8455,아무렇ㄴ,1
8456,아무렇ㄴ문제,1
8457,아버지,-1
8458,아버지공장장,-1
8459,아버지공장장님,-1
8460,아빠,1
8461,아사,-1
8462,아서,-1
8463,아서ㄴ,-1
8464,아서ㄴ관심,-1
8465,아서는,-1
8466,아서는안,-1
8467,아서하,1
8468,아서하는,1
8469,아성,1
8470,아쉬움,-1
8471,아쉬움으로,-1
8472,아쉬움으로남,-1
8473,아쉽,-1
8474,아쉽ㄴ,-1
8475,아쉽ㄴ것,-1
8476,아스팔트,1
8477,아스팔트포장,1
8478,아시아,0
8479,아시아작가,1
8480,아시아작가상,1
8481,아시아지역,0
8482,아시아지역으로,0
8483,아야겠,0
8484,아야겠어,0
8485,아야되,-1
8486,아야되니까,-1
8487,아야하ㄴ다,1
8488,아야하ㄴ다고,-1
8489,아야하ㄹ,1
8490,아연,-1
8491,아연하,-1
8492,아연하게,-1
8493,아예거부,-1
8494,아예거부하,-1
8495,아요,-1
8496,아이,1
8497,아이들,1
8498,아이들에,1
8499,아이들에게,1
8500,아이들을,-1
8501,아이들의,1
8502,아이들이,1
8503,아이들하고*,-1
8504,아이마음,-1
8505,아이마음에,-1
8506,아이러니,-1
8507,아이러니를,-1
8508,아이러니를낳,-1
8509,아주,1
8510,아주많이,-1
8511,아주많이마렵,-1
8512,아주반응,1
8513,아주반응이,1
8514,아주비슷,1
8515,아주비슷하,1
8516,아주자유,1
8517,아주자유롭,1
8518,아직,-1
8519,아직멀,-1
8520,아직자리,-1
8521,아직자리를,-1
8522,아직확실히,-1
8523,아직확실히밝히,-1
8524,아침,1
8525,아침공기,1
8526,아침공기가,1
8527,아파트,-1
8528,아파트숲,-1
8529,아파트숲을,-1
8530,아프,-1
8531,아프고,0
8532,아프고귀,0
8533,아프ㄴ,-1
8534,아프ㄴ몸,-1
8535,아프아,-1
8536,아프아약,-1
8537,아픔,-1
8538,아픔을,1
8539,아픔을어루만지,1
8540,아픔이,1
8541,아픔이다,1
8542,악기,-1
8543,악기를,-1
8544,악기를구입,-1
8545,악수,1
8546,악수를,1
8547,악수를청,1
8548,악재,-1
8549,악절,1
8550,악절의,1
8551,악절의확대,1
8552,악화,-1
8553,악화하,-1
8554,안,-1
8555,안되,-1
8556,안되ㄴ다,-1
8557,안되는,-1
8558,안되리란,1
8559,안되면,1
8560,안되,-1
8561,안들이,-1
8562,안들이고,-1
8563,안쓰,1
8564,안쓰는,1
8565,안주,-1
8566,안하,-1
8567,안하ㄴ다,0
8568,안하았,-1
8569,안,-1
8570,안에서,0
8571,안에서작품,0
8572,안하,-1
8573,안하겠,-1
8574,안,-1
8575,안개,0
8576,안개와,0
8577,안개와같,0
8578,안무가,1
8579,안방,1
8580,안방요리,1
8581,안방요리학원,1
8582,안보,1
8583,안보태세,1
8584,안보태세를,1
8585,안스럽,-1
8586,안전,-1
8587,안전불감증,-1
8588,안전사고,-1
8589,안전하,1
8590,안전하ㄴ,1
8591,안절부절못하,1
8592,안정,-1
8593,안타까워하,-1
8594,안타깝,-1
8595,앉,0
8596,앉아,0
8597,않,-1
8598,않,-1
8599,않겠,-1
8600,않겠다고,-1
8601,않겠지요,-1
8602,않고,1
8603,않고최고,-1
8604,않기,1
8605,않기위하,1
8606,않는,-1
8607,않는우리,1
8608,않는호전,-1
8609,않는다,1
8610,않습니다,1
8611,않아,-1
8612,않아요,-1
8613,않았는데,1
8614,않으면,1
8615,않으면공멸,1
8616,않으면아름답,-1
8617,않으면얼마,1
8618,않은,-1
8619,않은논란,-1
8620,않은부담,-1
8621,않은일,-1
8622,않을,-1
8623,않을수,-1
8624,알,1
8625,알게,1
8626,알게되도록,1
8627,알고,-1
8628,알고다가가,1
8629,알고있,-1
8630,알기,1
8631,알기쉽,1
8632,알ㄹ,0
8633,알ㄹ수,0
8634,알시,-1
8635,알시ㅂ니까,-1
8636,알지,-1
8637,알지못하,-1
8638,알뜰,1
8639,알뜰바람,1
8640,알뜰히,-1
8641,알뜰히살,-1
8642,알뜰히살아야,-1
8643,알리,1
8644,알리어,1
8645,알리어지,1
8646,알쏭달쏭,0
8647,알쏭달쏭하,0
8648,알코올,-1
8649,알코올중독,-1
8650,알코올중독으로,-1
8651,앓,-1
8652,앓기,1
8653,앓기도,1
8654,암흑,1
8655,암흑의,1
8656,암흑의시대,1
8657,압도,-1
8658,압도적,-1
8659,압도적이,-1
8660,압도적지지,1
8661,압박,-1
8662,압박을,-1
8663,압박을가하,-1
8664,앗,-1
8665,앗아,-1
8666,앗아가,-1
8667,았,-1
8668,았고,1
8669,았나,-1
8670,았네,-1
8671,았는데,-1
8672,았는데배,1
8673,았는데어떤,1
8674,았는지,1
8675,았는지를,1
8676,았다,-1
8677,았다,-1
8678,았다가,-1
8679,았다가꿀통,-1
8680,았다는,-1
8681,았다는말,-1
8682,았던,-1
8683,았던과거,-1
8684,았던디자이너,0
8685,았던충격,-1
8686,았던가,-1
8687,았습니다,1
8688,았어요,1
8689,았으나,1
8690,았으니,-1
8691,았으니세속,-1
8692,았으련만,-1
8693,았으면,-1
8694,았으면좋,-1
8695,았지,-1
8696,았었,-1
8697,았었는데,-1
8698,앙상,-1
8699,앙상하,-1
8700,앙상하게,-1
8701,앞,-1
8702,앞길,-1
8703,앞길은,-1
8704,앞다투,1
8705,앞다투어,1
8706,앞에,-1
8707,앞에나서,-1
8708,앞에서,-1
8709,앞에서바느질,0
8710,앞으로,1
8711,앞으로항균,1
8712,앞서,-1
8713,앞장,1
8714,앞장서,1
8715,애,-1
8716,애먹이,-1
8717,애꿎,-1
8718,애니메이션,1
8719,애니메이션계,1
8720,애니메이션계에서,1
8721,애용,1
8722,애용되,1
8723,애용하,1
8724,애정,1
8725,애정이,1
8726,애정이배,1
8727,애타,1
8728,애타게,1
8729,애타게그리,1
8730,애틋,1
8731,애틋하,1
8732,액수,-1
8733,액수만,-1
8734,액수만환불,-1
8735,앱시다,-1
8736,앳되,1
8737,앳되ㄴ,1
8738,앳되ㄴ젊음,1
8739,야,-1
8740,야릇,0
8741,야릇하,0
8742,약,-1
8743,약을,-1
